word_id,tag_id
303,1510
303,1511
303,1512
303,1514
304,1489
304,1515
304,1516
304,1517
304,1519
305,1520
305,1521
305,1522
305,1523
305,1524
306,1525
306,1526
306,1527
306,1528
306,1529
307,1530
307,1531
307,1532
307,1533
307,1534
308,23
308,1535
308,1536
308,1538
308,1539
309,1540
309,1541
309,1542
309,1543
309,1544
310,1545
310,1546
310,1547
310,1548
310,1549
311,1550
311,1551
311,1552
311,1553
311,1554
312,1555
312,1556
312,1557
312,1558
312,1559
313,1560
313,1561
313,1562
313,1563
313,1564
314,1565
314,1566
314,1567
314,1568
314,1569
315,1553
315,1570
315,1571
315,1573
316,1552
316,1553
316,1574
316,1575
316,1576
317,1579
317,1580
317,1581
317,1582
317,1583
318,1584
318,1585
318,1586
318,1587
318,1588
319,1517
319,1589
319,1590
319,1592
319,1593
320,1588
320,1594
320,1595
320,1596
320,1597
321,1599
321,1600
321,1601
321,1602
321,1603
322,1599
322,1605
322,1606
322,1607
322,1608
323,1609
323,1610
323,1611
323,1612
323,1613
324,1599
324,1615
324,1616
324,1617
324,1618
325,1619
325,1620
325,1621
325,1622
325,1623
326,1599
326,1625
326,1626
326,1627
326,1628
327,1599
327,1630
327,1631
327,1632
327,1633
328,1634
328,1635
328,1636
328,1637
328,1638
329,1639
329,1640
329,1641
329,1642
329,1643
330,1644
330,1645
330,1646
330,1647
330,1648
331,1644
331,1650
331,1651
331,1652
331,1653
332,1654
332,1655
332,1656
332,1657
332,1658
333,1655
333,1659
333,1661
333,1662
333,1663
334,292
334,1664
334,1665
334,1666
334,1667
335,1669
335,1670
335,1671
335,1672
335,1673
336,1639
336,1675
336,1676
336,1677
336,1678
337,1679
337,1680
337,1681
337,1682
337,1683
338,1684
338,1685
338,1686
338,1687
338,1688
339,1689
339,1690
339,1691
339,1692
339,1693
340,1694
340,1695
340,1696
340,1697
340,1698
341,704
341,1699
341,1700
341,1701
341,1702
342,1704
342,1705
342,1706
342,1707
342,1708
343,1639
343,1710
